,UNITID,X,X.2,X.1,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS.y,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,Institution.Name,INSTSIZE..HD2010.,RET_PCF..EF2010D.,GRRTTOT..DRVGR2010.,GRRTM..DRVGR2010.,GRRTW..DRVGR2010.,F1TUFEFT..DRVF2010.,F1STAPFT..DRVF2010.,F1LCAPFT..DRVF2010.,F1PGGCFT..DRVF2010.,F2TUFEFT..DRVF2010.,F2PGGCFT..DRVF2010.,F1INSTPC..DRVF2010.,F1ACSPPC..DRVF2010.,F1STSVPC..DRVF2010.,F1INSUPC..DRVF2010.,F2INSTPC..DRVF2010.,F2ACSPPC..DRVF2010.,F2STSVPC..DRVF2010.,F1ENDMFT..DRVF2010.,F2ENDMFT..DRVF2010.,ENDOW,ExpIn,GiftRev,TotalRev,Rating,HIGHDEG
2387,198552,2387,2393,2393,531700,5317,Forsyth Technical Community College,Winston Salem,NC,www.forsythtech.edu/,www.forsythtech.edu/static/netpricecalculator/npcalc.htm,0,2,1,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0056,0.0019,0,0,0,0.0149,0.0516,0,0.0317,0.0012,0.0541,0,0.0031,0.0336,0,0.1833,0,0.0106,0,0,0,0,0,0,0,0,0,0.0609,0,0,0.0149,0.0646,0.018,0,0.0075,0.3518,0.0907,0,0,8642,0.5653,0.3072,0.0672,0.0142,0.0047,0.0015,0.0196,0.0047,0.0155,0.5058,1,6085,NA,5310,5938,7283,10039,NA,NA,NA,NA,NA,NA,0.5068,NA,0.5729,NA,0.3978,0.2024,0.4487,11984.5,133.0525182,NA,NA,0.242892925,25700,0.408427864,Forsyth Technical Community College,3,61,16,20,12,1209,3513,944,74,NA,NA,50,9,5,16,NA,NA,NA,143,NA,143,50,74,5740,0.7085179901,2
2389,198570,2389,2395,2395,297300,2973,Gaston College,Dallas,NC,www.gaston.edu,www.gaston.edu/netprice/npcalc.htm,0,2,1,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0083,0.024,0.0066,0.0431,0,0.0323,0,0.0141,0.0108,0,0.1955,0,0.0116,0,0,0,0.005,0,0,0,0.0041,0,0.0646,0.0257,0,0.0091,0.0373,0.0746,0,0,0.2784,0.1549,0,0,5743,0.7177,0.1585,0.0555,0.012,0.0054,0,0,0,0.0508,0.6373,1,10910,NA,10777,11079,12716,12444,9989,NA,NA,NA,NA,NA,0.4664,NA,0.6293,NA,0.3705,0,0.444,NA,NA,0.852941177,NA,0.253902946,25700,0.367824763,Gaston College,3,67,24,26,23,1539,4892,982,726,NA,NA,48,10,6,15,NA,NA,NA,714,NA,714,48,726,8139,0.8621184881,2
2391,198613,2391,2397,2397,293100,2931,Guilford College,Greensboro,NC,www.guilford.edu,npc.collegeboard.org/student/app/guilford,0,3,2,11,0,0,0,0,0,0,0,0,0,65,460,610,480,580,450,580,535,530,515,20,26,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,1067,1067,0,0.0247,0,0.0038,0,0,0.0436,0,0.0304,0,0,0.0095,0,0,0.0474,0,0,0.0797,0.0019,0,0.0361,0.055,0.0114,0,0.0266,0,0.1082,0.1271,0,0.0683,0,0,0,0,0.074,0.0057,0.1935,0.0531,0,2171,0.6214,0.246,0.058,0.0175,0.0041,0.0005,0.0318,0.0143,0.0064,0.1603,1,NA,28417,NA,NA,NA,NA,NA,24296,24502,25580,29007,34348,0.4992,0.718,NA,0.5882,NA,0.6649,0.3875,27325,303.3635163,0.757002271,0.567502384,NA,38500,0.577981651,Guilford College,2,77,58,49,64,NA,NA,NA,NA,11602,1530,NA,NA,NA,NA,34,11,19,NA,22494,22494,34,1530,13132,0.5989869725,3
2392,198622,2392,2398,2398,483800,4838,Guilford Technical Community College,Jamestown,NC,www.gtcc.edu,www.gtcc.edu/NetPriceCalculator/npcalc.htm,0,2,1,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0079,0,0,0,0,0.013,0.0847,0.0289,0.0568,0.0023,0.0424,0,0,0.0209,0,0.1578,0,0,0,0,0,0,0,0,0,0,0,0.0414,0,0,0.014,0.1425,0.034,0.0079,0.0247,0.2588,0.0619,0,0,13419,0.4024,0.4368,0.0622,0.0345,0.0093,0.0009,0.0168,0.0092,0.0279,0.4939,1,12692,NA,12386,12842,14890,16994,17563,NA,NA,NA,NA,NA,0.6368,NA,0.4931,NA,0.4308,0.3843,0.4774,20000,222.041,0.344248874,NA,0.164218248,28800,0.40422833,Guilford Technical Community College,4,56,13,14,12,442,2709,936,13,NA,NA,53,6,6,12,NA,NA,NA,234,NA,234,53,13,4100,0.7345091655,2
2393,198640,2393,2399,2399,798600,7986,Halifax Community College,Weldon,NC,www.halifaxcc.edu,www.halifaxcc.edu/netprice/npcalc.htm,0,1,1,41,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0112,0,0,0,0,0,0.0253,0.0365,0.014,0,0.0815,0,0.0674,0.0112,0,0.0674,0,0,0,0,0,0,0,0,0,0,0,0.0534,0,0,0.1264,0.0112,0.0478,0,0.0449,0.3483,0.0534,0,0,1197,0.381,0.5372,0.0175,0.0017,0.0242,0,0.0142,0.0092,0.015,0.4536,1,3148,NA,2789,3571,4426,7933,8075,NA,NA,NA,NA,NA,0.7331,NA,0.5833,NA,0.1923,0.2596,0.4383,7618,84.5754169,0.270833333,NA,0.29004225,21500,0.37869823,Halifax Community College,2,59,37,56,12,274,5020,645,61,NA,NA,48,9,12,13,NA,NA,NA,NA,NA,NA,48,61,6000,0.6843357396,2
2394,198668,2394,2400,2400,808300,8083,Haywood Community College,Clyde,NC,www.haywood.edu,www.haywood.edu/npcalc.htm,0,2,1,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0292,0.0755,0,0,0,0,0.0429,0.0309,0.1218,0,0.0429,0,0.0309,0.0034,0,0.0978,0,0,0,0,0,0,0,0,0,0,0,0.0858,0,0,0.0309,0.0995,0.0549,0,0.0274,0.1389,0.0875,0,0,1927,0.8542,0.0861,0.0244,0.0042,0.0176,0.001,0.0036,0.0005,0.0083,0.5594,1,8161,NA,7847,8383,9012,10060,NA,NA,NA,NA,NA,NA,0.5211,NA,0.6941,NA,0.4786,0.187,0.5467,7778,86.3517449,NA,NA,0.282537346,22600,0.337004393,Haywood Community College,2,70,22,22,23,511,3264,814,534,NA,NA,57,5,5,15,NA,NA,NA,1363,NA,1363,57,534,5123,0.6965029564,2
2395,198677,2395,2401,2401,3089300,30893,Heritage Bible College,Dunn,NC,www.heritagebiblecollege.edu,www.heritagebiblecollege.edu,0,3,2,41,0,0,0,0,0,0,0,0,0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.7164,0.2537,0,0.0149,0,0.0149,0,0,0,0.2537,1,NA,9186,NA,NA,NA,NA,NA,9186,NA,NA,NA,NA,0.9014,1,NA,1,NA,0.7887,0.5522,NA,NA,0.41509434,0.245619298,NA,NA,NA,Heritage Bible College,1,88,38,43,0,NA,NA,NA,NA,4860,5006,NA,NA,NA,NA,22,12,15,NA,1059,1059,22,5006,9866,0.8506510249,3
2397,198710,2397,2403,2403,293400,2934,Isothermal Community College,Spindale,NC,www.isothermal.edu,www.isothermal.edu/current-students/financial-aid/NetPriceCalculator/npcalc.html,0,2,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0098,0.0147,0.0441,0.0735,0,0.0735,0,0.0196,0,0,0.2377,0,0,0,0,0,0,0,0,0,0,0,0.0907,0,0,0.0858,0.0319,0.0294,0,0.0147,0.1789,0.0956,0,0,1616,0.7642,0.1584,0.0371,0.0043,0.0019,0.0006,0.0105,0.0111,0.0118,0.4041,1,6301,NA,5990,6795,6777,6681,NA,NA,NA,NA,NA,NA,0.5115,NA,0.5154,NA,0.0729,0.1119,0.3163,8498.5,94.35077193,NA,NA,0.232384855,24200,0.325320512,Isothermal Community College,2,50,16,14,17,718,3195,737,306,NA,NA,47,10,5,12,NA,NA,NA,609,NA,609,47,306,4956,0.6992871977,2
2398,198729,2398,2404,2404,768700,7687,James Sprunt Community College,Kenansville,NC,www.jamessprunt.edu,www.jamessprunt.edu/NetPriceCalculator,0,2,1,42,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0207,0,0,0,0,0,0.0933,0.0596,0.1917,0,0,0,0.0544,0,0,0.3497,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0.0337,0,0.0181,0,0.0104,0.101,0.0544,0,0,1022,0.4384,0.4609,0.0802,0.0029,0.0049,0.002,0.0088,0.001,0.001,0.3562,1,6737,NA,6361,7296,8692,10034,NA,NA,NA,NA,NA,NA,0.6548,NA,0.5366,NA,0.3636,0.3123,0.4454,9750,108.2449875,0.463917526,NA,0.285244231,23100,0.36728394,James Sprunt Community College,2,62,22,31,15,662,5411,1086,12,NA,NA,46,6,14,17,NA,NA,NA,NA,NA,NA,46,12,7171,0.7032424011,2
2399,198747,2399,2405,2405,293500,2935,Laurel University,High Point,NC,www.laureluniversity.edu,laureluniversity.edu/financial-info/cost-of-attendance/,0,3,2,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6316,0,0,0.1263,0,0,0,0,0,0,0,0.0105,0,0.2316,0,0,386,0.1865,0.1244,0.0881,0,0.0026,0,0.0389,0,0.5596,0.7306,1,NA,14521,NA,NA,NA,NA,NA,11738,13163,14488,17288,NA,0.5307,0.7692,NA,0,NA,0.7401,0.8731,21250,235.9185625,0.8,NA,NA,28300,NA,Laurel University,1,43,20,25,0,NA,NA,NA,NA,11203,1106,NA,NA,NA,NA,48,21,6,NA,11193,11193,48,1106,12309,0.6515168946,3
2400,198756,2400,2406,2406,293600,2936,Johnson C Smith University,Charlotte,NC,www.jcsu.edu,www.jcsu.edu/admissions/future_students/net-price-calculator,0,3,2,11,1,0,0,0,0,0,0,0,0,NA,363,470,370,450,NA,NA,417,410,NA,15,19,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,826,826,0,0,0,0,0.1151,0,0.1032,0,0.0873,0.0079,0,0,0,0,0.0198,0.0437,0,0.0675,0.0238,0,0.004,0.0238,0,0,0.004,0,0.0595,0,0.0437,0.1111,0,0,0,0,0.0357,0.0159,0.2183,0.0159,0,1382,0.0058,0.7279,0.0601,0.0014,0.0014,0.0029,0.0166,0.0441,0.1397,0.0456,1,NA,17384,NA,NA,NA,NA,NA,16936,15205,19733,22597,15735,0.6938,0.5614,NA,0,NA,0.834,0.1687,32000,355.2656,0.346863469,0.429569941,NA,31300,0.412186384,Johnson C Smith University,2,70,39,39,40,NA,NA,NA,NA,13822,7202,NA,NA,NA,NA,32,16,23,NA,31757,31757,32,7202,21024,0.6889875531,3
2401,198774,2401,2407,2407,933600,9336,Johnston Community College,Smithfield,NC,www.johnstoncc.edu,www.johnstoncc.edu/payingforcollege.aspx,0,2,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022,0,0,0,0,0,0.0144,0.0254,0.0265,0,0.0166,0.0133,0,0.0199,0,0.2343,0,0,0,0,0,0,0,0,0,0,0,0.0895,0,0,0,0.1204,0.011,0.1823,0.0055,0.1624,0.0762,0,0,3719,0.6324,0.22,0.0987,0.0059,0.0054,0,0,0,0.0376,0.4257,1,7607,NA,6811,7453,8301,11677,11797,NA,NA,NA,NA,NA,0.4732,NA,0.656,NA,0.4837,0.2298,0.4035,13506,149.9442873,0.550913838,NA,0.403050651,25800,0.470254958,Johnston Community College,2,51,32,34,31,1167,4308,1010,1,NA,NA,48,6,21,13,NA,NA,NA,821,NA,821,48,1,6486,0.6976463761,2
2402,198808,2402,2408,2408,293900,2939,Lees-McRae College,Banner Elk,NC,www.lmc.edu,www.lmc.edu/students/prospective/financial_aid/npcalc.htm,0,3,2,42,0,0,0,0,0,0,0,0,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.1946,0,0,0,0,0,0.0162,0,0,0.0703,0,0,0.0162,0.0162,0.0108,0,0,0,0.0811,0,0,0.1946,0,0,0,0,0.0541,0.2541,0.0865,0.0054,0,888,0.3885,0.0473,0.0135,0.0034,0.0023,0,0.0056,0.0191,0.5203,0.0079,1,NA,21833,NA,NA,NA,NA,NA,18050,19791,22321,23258,26761,0.4898,0.5989,NA,NA,NA,0.7515,0.2169,21000,233.14305,0.74015748,0.361794607,NA,34400,0.527710855,Lees-McRae College,1,57,23,23,23,NA,NA,NA,NA,11734,4239,NA,NA,NA,NA,29,11,31,NA,19632,19632,29,4239,15973,0.6390085334,3
2403,198817,2403,2409,2409,294000,2940,Lenoir Community College,Kinston,NC,www.lenoircc.edu,www.lenoircc.edu/Student_Services/finaid.npc.htm,0,2,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0061,0,0,0,0,0,0.0427,0.0346,0.0346,0.0142,0.0508,0,0.0041,0,0,0.2805,0,0,0,0,0,0,0,0,0,0,0,0.0508,0,0,0,0.0407,0.0346,0.0041,0.0102,0.2846,0.1077,0,0,2056,0.5598,0.3653,0.0452,0.0044,0.0068,0.0019,0.0092,0.0015,0.0058,0.3765,1,5518,NA,4966,6358,8207,8551,NA,NA,NA,NA,NA,NA,0.4865,NA,0.5615,NA,0.2929,0,0.3964,NA,NA,NA,NA,0.191414286,23600,0.411290318,Lenoir Community College,2,45,17,16,18,698,5852,879,3,NA,NA,48,8,8,11,NA,NA,NA,1003,NA,1003,48,3,7432,0.878838376,2
2405,198862,2405,2411,2411,294200,2942,Livingstone College,Salisbury,NC,www.livingstone.edu,www.livingstone.edu/netpricecalculator/,0,3,2,22,1,0,0,0,0,0,0,0,0,24,320,410,320,410,310,390,365,365,350,13,16,9,15,15,17,NA,NA,15,12,16,NA,723,723,0,0,0,0,0,0,0.0588,0,0.0221,0,0,0,0,0,0.0441,0.0588,0,0.0735,0.0221,0,0,0.0515,0.0368,0,0,0,0.1029,0.1618,0.0588,0.0368,0,0,0,0,0.0588,0,0.2132,0,0,1172,0.0043,0.9087,0.0094,0.0009,0.0051,0,0,0.0026,0.0691,0.0068,1,NA,15680,NA,NA,NA,NA,NA,15570,14614,17090,15392,19754,0.8344,0.5296,NA,NA,NA,0.9334,0.0757,40000,444.082,0.174220963,0.214035788,NA,26100,0.319648087,Livingstone College,2,56,35,26,45,NA,NA,NA,NA,9589,3424,NA,NA,NA,NA,23,7,12,NA,1208,1208,23,3424,13013,0.7555738244,3
2406,198871,2406,2412,2412,294300,2943,Louisburg College,Louisburg,NC,www.louisburg.edu,www.louisburg.edu/admissions/costs/index.html,0,2,2,31,0,0,0,0,0,0,0,0,0,71,330,420,330,430,NA,NA,375,380,NA,NA,NA,11,15,15,18,NA,NA,NA,13,17,NA,755,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7429,0,0.0857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1714,0,0,676,0.1967,0.6731,0.0044,0.003,0.0104,0,0.0281,0.0044,0.0799,0.003,1,NA,17097,NA,NA,NA,NA,NA,15631,15759,18954,20209,25671,0.7348,NA,0.4429,NA,0,0.8681,0.0103,15382,170.7717331,0.438746439,NA,0.172694737,27700,0.360236228,Louisburg College,1,51,14,11,19,NA,NA,NA,NA,8424,2239,NA,NA,NA,NA,23,8,30,NA,17611,17611,23,2239,10663,0.7173359027,2
2407,198899,2407,2413,2413,294400,2944,Mars Hill University,Mars Hill,NC,www.mhu.edu,mhcnetprice.com/welcome,0,3,2,21,0,0,0,0,0,0,0,0,0,NA,410,510,420,530,NA,NA,460,475,NA,17,23,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,941,941,0,0,0,0,0,0,0.01,0,0.204,0,0,0,0,0,0.0398,0,0,0.0746,0.01,0,0,0.0498,0.0149,0,0.0149,0,0.0498,0,0.1244,0.0647,0,0,0,0,0.0647,0.0199,0.209,0.0498,0,1393,0.7042,0.1917,0.0258,0.0065,0.0251,0.0007,0,0,0.0459,0.0589,1,NA,16626,NA,NA,NA,NA,NA,17268,16884,16624,17325,12568,0.7646,0.5826,NA,0,NA,0.8905,0.1466,26750,296.9798375,0.723252496,0.41805396,NA,32800,0.502732217,Mars Hill University,2,54,35,32,39,NA,NA,NA,NA,11227,3451,NA,NA,NA,NA,34,4,7,NA,27207,27207,34,3451,14678,0.6607520639,3
2408,198905,2408,2414,2414,798800,7988,Martin Community College,Williamston,NC,www.martincc.edu,www.martincc.edu,0,2,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0692,0,0,0,0,0,0.0231,0.0308,0.0692,0,0.0154,0,0,0,0,0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0.0154,0,0,0,0.5,0.0385,0,0,572,0.3077,0.3531,0.0087,0.0035,0.0017,0,0,0,0.3252,0.3549,1,4707,NA,4318,5294,6745,NA,NA,NA,NA,NA,NA,NA,0.527,NA,0.4933,NA,0.0909,0,0.3367,NA,NA,NA,NA,0.071806667,21800,0.296296299,Martin Community College,1,46,8,25,4,716,7691,1618,3,NA,NA,54,8,5,18,NA,NA,NA,NA,NA,NA,54,3,10028,0.8964164254,2
2409,198914,2409,2415,2415,1119700,11197,Mayland Community College,Spruce Pine,NC,www.mayland.edu,admissions.mayland.edu/cost.html,0,1,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0694,0,0,0,0,0,0,0.059,0.059,0,0.0174,0,0,0,0,0.1285,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0.0799,0.0521,0.1667,0,0,0.2396,0.0451,0,0,751,0.783,0.0067,0.0213,0.0053,0.0093,0,0,0,0.1744,0.5193,1,10443,NA,9928,10631,11443,15026,NA,NA,NA,NA,NA,NA,0.5295,NA,0.6643,NA,0.4341,0.082,0.2632,8000,88.8164,NA,NA,0.476041223,22900,0.358024687,Mayland Community College,2,76,65,80,26,540,7397,638,185,NA,NA,58,7,7,19,NA,NA,NA,802,NA,802,58,185,8760,0.6496641652,2
2410,198923,2410,2416,2416,808500,8085,McDowell Technical Community College,Marion,NC,www.mcdowelltech.edu,www.mcdowelltech.edu/NetPrice/npcalc.htm,0,1,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0341,0.0248,0.0464,0.0619,0,0.0124,0,0,0,0,0.1672,0,0,0,0,0,0,0,0,0,0,0,0.0929,0,0,0.0093,0.0186,0.0279,0,0.0186,0.3777,0.1084,0,0,808,0.8849,0.0458,0.0309,0.0099,0.0025,0,0,0.0012,0.0248,0.5025,1,5183,NA,4943,5070,6212,10080,NA,NA,NA,NA,NA,NA,0.5137,NA,0.4831,NA,0.2982,0.174,0.3837,6454,71.6526307,NA,NA,0.333331429,26000,0.413978487,McDowell Technical Community College,2,49,30,29,32,734,4332,532,8,NA,NA,45,5,5,13,NA,NA,NA,160,NA,160,45,8,5606,0.6670534972,2
2414,198978,2414,2420,2420,2614201,26142,Miller-Motte College-Wilmington,Wilmington,NC,www.miller-motte.edu,miller-motte.studentaidcalculator.com/survey.aspx,0,2,3,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0307,0.1513,0,0,0,0,0,0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777,0,0,0,0,0,0,0,0.636,0.0757,0,0,2856,0.3929,0.5095,0.034,0.0025,0.0151,0.0007,0.0147,0,0.0308,0.4531,1,NA,21612,NA,NA,NA,NA,NA,21591,NA,NA,26443,NA,0.8658,NA,NA,NA,NA,0.8852,0.7511,22091,245.2553866,0.400491865,0.257534448,NA,22800,0.352101803,Miller-Motte College-Wilmington,2,0,60,29,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719224976,3
2415,198987,2415,2421,2421,294700,2947,Mitchell Community College,Statesville,NC,www.mitchellcc.edu,www.mitchellcc.edu/consumer-info/net-price-calculator.cfm,0,2,1,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.076,0.054,0.044,0,0.038,0,0.002,0,0,0.354,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0.008,0.036,0,0,0,0.128,0.182,0,0,2672,0.7088,0.1699,0.0707,0.0157,0.0056,0.0015,0.009,0.0041,0.0146,0.4697,1,8984,NA,8839,8875,9551,9381,13266,NA,NA,NA,NA,NA,0.4516,NA,0.5427,NA,0.4598,0,0.327,NA,NA,NA,NA,0.216257,26200,0.37954545,Mitchell Community College,2,60,21,20,21,947,3767,942,155,NA,NA,48,8,6,21,NA,NA,NA,767,NA,767,48,155,5811,0.8631880109,2
2416,199023,2416,2422,2422,808700,8087,Montgomery Community College,Troy,NC,www.montgomery.edu,www.montgomery.edu/index.php/financial-aid-home,0,1,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0754,0.0391,0,0,0,0,0.0391,0.0615,0.0391,0,0,0,0,0.0084,0,0.0335,0,0,0,0,0,0,0,0,0,0,0,0.0363,0,0,0.0056,0.2682,0,0,0.0223,0.2318,0.1397,0,0,800,0.6788,0.1938,0.0988,0.01,0.01,0,0.0075,0.0013,0,0.6225,1,5550,NA,5641,6163,4081,NA,NA,NA,NA,NA,NA,NA,0.4304,NA,0.4831,NA,0.3478,0,0.405,NA,NA,NA,NA,0.492665441,23600,0.412371129,Montgomery Community College,1,49,27,33,21,705,5203,794,62,NA,NA,44,6,6,23,NA,NA,NA,1696,NA,1696,44,62,6764,0.8680159865,2
2418,199069,2418,2424,2424,294900,2949,Mount Olive College,Mount Olive,NC,www.moc.edu,npc.collegeboard.org/student/app/moc,0,3,2,31,0,0,0,0,0,0,0,0,0,100,400,490,420,530,NA,NA,445,475,NA,17,20,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,915,915,0.0021,0.0042,0,0,0.0011,0,0.0116,0,0.1383,0,0,0,0,0,0.0032,0.1542,0,0.0158,0.0032,0,0,0.0169,0.0169,0,0.0021,0,0.0158,0.1056,0,0,0,0,0,0,0.0137,0.2175,0.2703,0.0074,0,3336,0.4724,0.3363,0.0363,0.0114,0.0159,0.0027,0.0003,0.0324,0.0923,0.5851,1,NA,12144,NA,NA,NA,NA,NA,11553,10035,9758,14201,14109,0.5005,0.6371,NA,0.5521,NA,0.7001,0.6749,26500,294.204325,0.772012579,0.39782646,NA,39200,0.733108103,Mount Olive College,2,62,39,34,42,NA,NA,NA,NA,4830,1071,NA,NA,NA,NA,31,20,17,NA,6213,6213,31,1071,5901,0.6215264157,3
2420,199087,2420,2426,2426,855700,8557,Nash Community College,Rocky Mount,NC,www.nashcc.edu,www.nashcc.edu/index.php?option=com_content&task=view&id=65&Itemid=49,0,1,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.025,0.0417,0.1202,0,0.0785,0,0,0,0,0.1653,0,0,0,0,0,0,0,0,0,0,0,0.0618,0,0,0.1636,0.0033,0.0351,0,0.01,0.2321,0.0634,0,0,2641,0.4862,0.4059,0.0386,0.0057,0.022,0.0023,0.0223,0,0.017,0.4449,1,6417,NA,6059,6774,7732,10933,NA,NA,NA,NA,NA,NA,0.4678,NA,0.519,NA,0.4662,0.1541,0.402,9446.5,104.8755153,NA,NA,0.115535955,25700,0.426343143,Nash Community College,2,49,7,8,6,969,4432,703,140,NA,NA,57,5,7,14,NA,NA,NA,811,NA,811,57,140,6244,0.7067822637,2
